,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score
54,2,"{'id': 30502108, 'resource_state': 1}",Morning Run,6449.2,1867,1867,73.0,Run,,3531414841,garmin_push_5008139391,3770706150.0,2020-05-29T16:12:35Z,2020-05-29T09:12:35Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.36535, -122.136929]","[37.365303, -122.13706]",,,,37.36535,-122.136929,3,3,0,2,0,"{'id': 'a3531414841', 'summary_polyline': 'm|`cFxzmhVBEAM]a@k@kAiA_BWe@UYYaA]QO@KBaA|@eAhAuAhA_@^cAv@aCzBaAt@{AtAUVsCfCaB~A{AjA_@HUJg@d@k@XY\\iBtAkB`B{@n@SVaB|AKX?^`@`DEj@Qd@K~@i@x@Wn@_@t@Yx@MZy@hAOLy@f@}BjAqBnA_@Ni@^a@`@S\\Kh@Yx@Uf@s@lAw@vDQj@Q\\[RYLqBb@qChBqCt@y@LsA`@]D{AHcATsARm@PyA\\iAJc@?s@NkAXuAb@iCpAi@LM@}AIk@T\\ORAR?h@Bp@CdAa@nB}@pBg@bAMr@ElAOhFiAVCnAY~@K|@YvBa@lA]VMbAu@^Ml@a@`AWx@QRKRQR_@Rm@ZsA`@oApA{CZc@b@e@^Wh@[TSfDiBj@k@xB}Ar@kAx@iBb@iANW^a@Vu@Hw@QuBOi@Ca@BWDMTSx@m@nCeCl@ShAy@`@]hAkA~AwA~AgB~CoCpA{@r@u@Xm@lBkBn@S~BsB~@o@zDqDb@QVH^VDZTh@?NLZZNx@t@p@pA^f@bAlB@LELWPYJf@e@DM?OEMs@_A', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3770706150,3.454,5.0,84.1,23.0,True,156.2,177.0,False,True,111.0,51.8,2,0,False,55.0
55,2,"{'id': 30502108, 'resource_state': 1}",What Derrick Lewis said,8444.7,2586,2586,101.0,Run,0.0,3520392253,garmin_push_4997708043,3759137820.0,2020-05-27T14:34:36Z,2020-05-27T07:34:36Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365165, -122.137082]","[37.36524, -122.137197]",,,,37.365165,-122.137082,2,3,0,1,0,"{'id': 'a3520392253', 'summary_polyline': 'g{`cFx{mhVUm@Sa@m@w@]m@a@i@kAoCYg@O?WN{@~@SB_@V[V[PY\\UPw@VyA`AURa@RMCWO_@I}@_@QMEGm@Sm@e@eCaAi@Wu@Wa@Sg@a@IAYS[e@IE{@_AeA_BMYMIc@Ke@Ci@?y@KWAm@Bi@Ae@GWGg@Wc@K}BUYGQ?i@Ig@OQ?gAUy@Cm@JkAf@aBbAsDtCa@TOBU@YGq@CcAMgAAi@E_@I_@?e@GiAJm@?[KQBIC_@?WEg@?YIGDGp@OVKrA?lDBb@?j@Al@GJCZBn@Hn@En@Qj@_@Vc@T_Bn@oD`B]JsB|@gFhBe@TgBf@m@Te@VeBbBYl@cAbDUd@QRUr@g@jAMT]\\w@Vc@Fs@A{@DaABa@GyA?u@A_D@g@FY@sAEuAHg@XmAJ_@F[ROhABN^jAv@nDJh@@l@Fj@Nh@b@v@|@lDbBnFpAdHRzAHVJTd@l@b@XZL~@f@BBBl@HP`@VnAj@`@LjA^bBNhA\\bCIZ@f@Jj@Rf@LhAC`@P\\TN@Bi@H[\\U\\A\\Jb@Bd@GfBs@vDcAhASbCY~Be@r@IhBa@`BShA[|@KpA]VA|@[^g@RSxAs@NGl@EJCNKr@UJGLMFQNu@`AiD`AuBTo@Tc@Xa@RQdAk@xAiA`BeAp@q@nA{@Z_@x@_BJ[f@}@Ri@H_@ZWHKN_@PkAEq@[eCC[Rg@~A_AnAkAt@m@VOhAiA\\WJM^UNUx@e@RWRe@jAcAb@e@vAeAn@U`@[hEaEd@[d@c@tAuAbAy@|@_AtAoAdAu@h@i@d@]DA\\HXTLTRd@Pj@p@|@Vh@|@nAl@tA', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3759137820,3.266,4.3,84.8,24.0,True,158.4,176.0,False,True,111.8,25.2,0,0,False,79.0
56,2,"{'id': 30502108, 'resource_state': 1}",Murph mile 2,1623.1,548,548,17.0,Run,0.0,3510154605,garmin_push_4987973930,3748364073.0,2020-05-25T16:47:53Z,2020-05-25T09:47:53Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.368005, -122.132324]","[37.367989, -122.13253]",,,,37.368005,-122.132324,0,1,0,1,0,"{'id': 'a3510154605', 'summary_polyline': '_macF`~lhVHH@TI~@@|@JVXb@b@z@TVj@jAb@d@v@lAVf@CTQRYNs@r@q@b@KDa@d@k@f@a@`@oAz@qAhAU\\[\\gAp@{@fAo@j@}@`ASNj@e@p@q@ZQxAmATYv@q@jBoBn@]z@{@VONSz@s@`CcCFUCOgCqDQQMWsAoBGQEk@Fy@H[', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3748364073,2.962,4.3,82.6,30.0,True,162.8,181.0,False,True,145.8,128.2,0,0,False,22.0
58,2,"{'id': 30502108, 'resource_state': 1}",Murph mile 1,1628.7,540,548,20.0,Run,0.0,3509862711,garmin_push_4987694414,3748057412.0,2020-05-25T16:03:39Z,2020-05-25T09:03:39Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.368557, -122.136813]","[37.368015, -122.132583]",,,,37.368557,-122.136813,0,0,0,1,0,"{'id': 'a3509862711', 'summary_polyline': 'mpacFbzmhVV_@ZQt@u@b@[TUXSd@c@hAy@~@eA@WIWs@_AWg@W]g@cAq@{@e@gAM_@Ik@@q@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3748057412,3.016,4.0,84.3,27.0,True,151.9,165.0,False,True,142.0,123.0,0,0,False,13.0
59,2,"{'id': 30502108, 'resource_state': 1}",Post body-weight,1617.2,503,503,18.0,Run,0.0,3495539774,garmin_push_4973754162,3732833774.0,2020-05-22T22:16:10Z,2020-05-22T15:16:10Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365294, -122.137093]","[37.365427, -122.136895]",,,,37.365294,-122.137093,0,0,0,1,0,"{'id': 'a3495539774', 'summary_polyline': 'a|`cFz{mhVBCAO[s@iDqFEMEe@Ug@WIO@_@Ry@n@wArAeDjC_@^cCnBaBbBkB`BWf@gB~AzA}AnBkBr@g@lBiBrAaAx@}@vCkCTO^_@REVYx@o@JAJ@XTT^^jAPVz@~@x@nA\\p@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3732833774,3.215,4.3,82.8,26.0,True,123.8,137.0,False,True,106.0,94.0,0,0,False,1.0
61,2,"{'id': 30502108, 'resource_state': 1}",Pre bodyweight,1669.7,479,479,19.0,Run,0.0,3495445837,garmin_push_4973675262,3732742621.0,2020-05-22T21:45:05Z,2020-05-22T14:45:05Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365378, -122.137079]","[37.365184, -122.137054]",,,,37.365378,-122.137079,0,0,0,1,0,"{'id': 'a3495445837', 'summary_polyline': 'q|`cFv{mhVZMAMu@qA]]mAoBw@uAAIi@{@m@Ji@b@gAjA_Ap@s@l@{@|@[^_@TaAr@cAz@{@dAq@p@{AhAaCzBtAwA|AoA`Aq@nAoAd@k@dA{@lE{DtAaAfB}AVKP@^XPh@Rt@z@fA|A|B\\l@H^', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3732742621,3.486,4.7,84.0,26.0,True,144.4,161.0,False,True,108.2,93.4,0,0,False,8.0
62,2,"{'id': 30502108, 'resource_state': 1}",Runner’s diarrhea!,9916.4,3123,3336,106.0,Run,0.0,3490517881,garmin_push_4968867673,3727505709.0,2020-05-21T20:12:22Z,2020-05-21T13:12:22Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365237, -122.137234]","[37.365214, -122.137183]",,,,37.365237,-122.137234,0,1,1,1,0,"{'id': 'a3490517881', 'summary_polyline': 'u{`cFv|mhVQa@Yc@g@q@eAgBMa@gAqBCe@WYG]D_@Nc@Ra@V]Po@?g@Bk@t@cDLoADo@RmAd@cBRm@VgCDi@?m@Cq@Gs@ZgFIe@Ak@Ju@Aw@CWAaBLoABcAHcA?YMqBG[IUSeAGk@e@_CMcBG_@m@wBmAwIAWGa@Ce@?cBC{AEi@Ac@Nc@d@i@t@i@XITYrAsCZe@n@iA?UCG]_@YMcAu@Ya@WOAB\\y@XsAHUn@kCb@cA^oAh@s@dAcAdA{@zA_AvAeA`@WbAy@NOZk@RiAl@gB~B_FV]Re@Zc@N[Xa@l@cA^aApAeBVc@POJSZe@t@}@fAgAr@}@rDsD^g@d@{@Xc@\\}@R_@zBiCZc@HUIQgAmAo@_A_BaBkAcBQ_@]c@mAyA][[g@WWsAaBkAoBC[Kg@Sa@MiB?iAQy@Us@Gc@FMFAfAG^UZ]t@aAFSBc@N_@bBaBjBoCt@_APa@Xa@L]c@s@Oi@EYCKJn@?Fh@fAAPCFWZw@rAQZWVQ\\]b@c@^Y\\s@dAyAnBqA~AQXc@FQJAFb@t@HhA@vATlBZf@lDlE\\l@l@n@b@p@nA`B^`@PZDv@T`@fAvA\\ZHDHP\\j@n@r@R^KVo@r@Y`@u@v@Wd@[`@]v@W\\qAlBmApAcA~@y@|@oBhCwA`Bu@fAkAzAm@lAm@dAg@dAe@v@Sd@eAlBcAbC[xAOf@S\\]b@_Ap@iA`Am@\\UV_B|@{@p@e@h@S^]ZS\\S|@m@fB[hBMj@Q\\M~@Th@PJd@L`@\\j@t@BPa@~@y@vAIZS\\Qb@_@h@e@R_Az@UZG\\@n@Ff@Ar@LnD`@vBRxAJd@f@xDVfATtAHj@H|@d@jB\\~BJ`BG`CMlB?nAB`BEx@@d@DXCXDPAXIV@n@Mx@@NIx@JhBAr@c@nCa@xA[v@EZQhCQrAm@`BQnBI^m@xAGh@?\\Fl@Jh@Dd@h@x@VX`@Zf@p@fBhD', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3727505709,3.175,4.2,82.5,29.0,True,162.1,184.0,False,True,108.6,45.8,0,0,False,113.0
63,2,"{'id': 30502108, 'resource_state': 1}",Afternoon Run,1829.3,570,592,43.0,Run,,3484786332,garmin_push_4963354406,3721471573.0,2020-05-20T21:01:47Z,2020-05-20T14:01:47Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365593, -122.137199]","[37.365178, -122.137341]",,,,37.365593,-122.137199,0,0,0,1,0,"{'id': 'a3484786332', 'summary_polyline': '}}`cFn|mhVFGBKM]y@iAi@eAe@g@c@o@q@{AY]Oa@]i@u@cAgAaBH@Oi@e@iA]m@Ai@Bs@Jo@ECMNEJ_@d@i@j@QV?BGAGDk@n@o@f@a@XcDxCgBtAeBjB?JFHdAj@~@`@fA`@bBz@bAZ\\NvA`@j@LZEr@o@t@i@b@Wb@]VYl@_@POfAeAJOHE^AXXCf@DPVBZXx@xBVf@RVr@xA?R', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3721471573,3.209,4.7,83.6,25.0,True,149.9,168.0,False,True,113.2,87.6,0,0,False,12.0
64,2,"{'id': 30502108, 'resource_state': 1}",D-6 the murph,5245.7,1540,1582,93.0,Run,0.0,3479523132,garmin_push_4958423913,3715931817.0,2020-05-19T21:30:50Z,2020-05-19T14:30:50Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365395, -122.137095]","[37.365173, -122.137218]",,,,37.365395,-122.137095,6,2,0,1,0,"{'id': 'a3479523132', 'summary_polyline': 'u|`cFz{mhVXNHCAEOY]c@eAeBy@eAe@_AWu@KOe@]I?KFa@Z}BvBwAjAiBbBYT_@De@MeCiAaBc@k@Ka@MwAu@s@g@i@SYQa@a@c@k@q@i@mAqBa@g@YWWIaAKuFS_ASiCe@uAM_Fm@_@@c@P_@Vy@t@kCbB]\\WX]Tg@HmAIyAA_CQyAC}BMeAC}@BLYI]?a@NgB@{ANuFAwCBk@PQ~@?d@H~@Gd@UJSWRo@RYB}@I_@A]BKVM`DGr@GpAGjC?zDFNHFVFj@Bd@DpAB|@JvABl@HrAAb@@|@?jABb@M`@S\\UXWfDcCTWj@a@TMXKXBb@JZTnAZt@DfBTfAHzCn@pDLd@P~@Lr@Tp@v@z@xA~@bAZ^Vf@VVTJf@JhAd@~@XlBz@z@d@x@Vl@\\hAb@JAr@w@fAw@l@W`EmDb@YT@b@t@Vt@~@`AZd@L`@Xj@fAbBBR', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3715931817,3.406,4.7,84.7,24.0,True,150.2,173.0,False,True,112.2,47.8,6,0,False,34.0
65,2,"{'id': 30502108, 'resource_state': 1}",Gettin ready for the murph,3229.9,973,973,65.0,Run,0.0,3473539722,garmin_push_4952961141,3709718687.0,2020-05-18T20:01:18Z,2020-05-18T13:01:18Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365211, -122.13732]","[37.366236, -122.135582]",,,,37.365211,-122.13732,1,1,0,1,0,"{'id': 'a3473539722', 'summary_polyline': 'q{`cFf}mhVFI@KMa@qAiBs@oAs@cAWo@e@a@YAYDeB`B}@n@o@f@o@p@g@\\yAtAs@j@iAhAeBvAg@d@UZgBvAcC|BaBtAg@\\uAvAs@f@MNMV?D^|@j@fAn@x@bAx@h@p@R^^XXJXBVPl@ZHHNXJ\\^xBPt@JVLXRTTRp@^^`@Tl@\\bB@DPH\\KfAe@FQ?cAB_@HSLKTKt@G`BFl@JrAb@VDLCHIDMG_@o@u@U[Yg@QOa@UYGs@U_@SSa@Uw@Ok@Ca@Fc@FOZYb@EZO|@{@Ve@Ha@A]D]jAa@\\YlAwBFo@Ew@?o@T_@p@}@JU\\kAVwBPm@r@s@RMPGb@YFSAEq@qAkA}A}@uA{@eB', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3709718687,3.32,4.3,84.1,23.0,True,153.4,168.0,False,True,130.6,88.4,0,0,False,23.0
66,2,"{'id': 30502108, 'resource_state': 1}",Rattler scared the 💩 out of me,8816.6,2783,2794,205.0,Run,0.0,3450739690,garmin_push_4931437911,3685672511.0,2020-05-14T16:21:52Z,2020-05-14T09:21:52Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365313, -122.13714]","[37.365185, -122.137299]",,,,37.365313,-122.13714,2,2,0,1,0,"{'id': 'a3450739690', 'summary_polyline': 'e|`cFb|mhVVVHLBLCJcAn@OVURS^q@bD_@z@cAtAGTHdACp@GN}@tA[`@_@XaAb@CH?n@K\\[`@_A~@IFg@Na@RSd@Ah@Fj@Xz@^f@PLfAb@d@X`@p@dAfAXd@AZ[J_@?sBY_BKc@@]JY^Gl@@\\KLcBj@WTgAb@]Vg@XeAv@aAl@g@V_AZa@F[Xm@XkAn@iC|A[Tk@t@aA~Ay@z@MTWX{@z@g@n@k@nAY`@a@~@kAfBOv@@Zt@vAl@|@^d@Xd@XZN`@BLZZ^PpA`@pAd@nAh@hAh@dA`@b@L`@?t@u@b@k@ZA^k@Vg@J[NgAPe@PSlDsCZ]v@g@TMXGVFJELLLb@fArBZr@fAzBd@bA\\bAH~@?b@UtACZA^BN^t@Hd@BxAV~@Fh@@b@CNUf@Ad@VzAx@|DXZP@nAc@d@Kr@GPRr@zAn@MBE?eABe@XqBf@m@Ng@NWv@aAf@_Ad@o@VUf@SZCBBP?fAU`@U^a@DIHK\\WTMf@MRKPQPGTG`@Ap@Uh@Cf@HTCTSNYd@{AJMTKZAZDFEL@b@LPF\\RZb@FDDAo@{AIY@qBLiANq@Fk@@i@Km@SYo@i@s@]gC{@GMAWLy@x@oAJk@hAuAXK^WX_@JQFS?w@Da@a@s@U[I_@@]N{@Bi@De@Ra@p@u@T_@l@uAFKXWb@OH?h@Bt@P\\A\\Od@_@BUAWFmA@m@Ei@OWq@_@MKGKM[Mq@CgAHc@b@iANw@JuA?w@Fe@Py@JcALqCGkAOaAa@gAKm@HaEJuA@eAFs@RsDPcB?s@Eg@As@HmCDo@A_AJWJc@Cg@?w@Gq@AgCI_AMcAGcCEqCEg@Oe@]g@YCYPIh@Cr@_@nBS~BQnAGt@Mr@MrBAbBMl@y@pAQb@k@`A]v@aAbBu@zCa@lAONKFYBMA[Me@WYKgEg@s@Q}@IK@a@Ca@FeA|@Yr@Ql@KPGJ_@XOHODq@FUAe@Ke@k@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3685672511,3.168,4.9,84.5,20.0,True,156.3,176.0,False,True,220.8,85.4,1,0,False,81.0
67,2,"{'id': 30502108, 'resource_state': 1}",Lacking (social) distance run,11661.5,3707,3746,110.0,Run,0.0,3439653180,garmin_push_4920974063,3674068959.0,2020-05-12T14:23:49Z,2020-05-12T07:23:49Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365235, -122.137063]","[37.365233, -122.137239]",,,,37.365235,-122.137063,2,4,0,1,0,"{'id': 'a3439653180', 'summary_polyline': 'u{`cFt{mhVGUQ]wAmB[q@k@k@Ue@u@mAKc@Yc@WYw@eAoAyB}@kAs@iAAa@Be@N{@Z}BJw@?[CWMe@Iu@Mi@K[c@q@u@g@a@Ks@YaAe@s@k@i@k@UQWMqAWY@g@Cg@O_@Sk@c@YYOSm@{AY_@_AS]B[CQCa@Qg@m@a@o@OQUOm@Ge@AwAOUAQFORIE[CWHmA@a@JY?[E{Ai@eBOoBAsAGoAIeALaA?e@Ua@W[[OYm@cBYk@a@gAi@_Ae@cAKKW?YTC?MCYWQEWYaAwAc@y@Gg@D{DCmAE}@?GBCCkBA[GKUGa@Nc@Fa@BeC@a@BqB?iAG}AEuDJ_AJaBF_AEiB?a@AuA?m@DwA?e@AsHB_AGmFLqAIeAJc@Ea@Ai@@m@H{@d@i@^c@N]Dk@DkB?mAI_DDyBGy@B_BAs@EkD?}@NUJ[Vi@P_@Jc@BaC?]Hi@D{A[oAq@SQ]QYV@xBIzBt@bC^~AHd@@RCl@Kh@?TTf@L~BLr@?nBHn@BrAPtD^xBF~AJn@@|AI^HXr@bAN`@r@tCj@jBK~@?LFXNZh@vBNd@VtA\\tAAJE@EZBFHFRFNLPp@F`@^lANv@n@lAd@nARXn@nBP`@z@|Av@xBh@bAf@jAdAfDf@nAVf@L`@BPh@`BjAbBRf@Hh@Pb@Xj@z@xB|@jAnA`ELvAZzABh@Hd@Rl@Xh@Pd@Jl@d@nA~A|FL|@?XNzAf@xCV~@Tf@`@h@PRXVp@Z^LPTFb@NTp@\\pBt@pAZ|ARx@Np@@xAMj@FhAj@\\?h@G\\Fp@f@RAAYF]^Wf@Ad@H`@@b@KvCsAxAYb@OrASb@AfBYlAUd@G`A[dBWx@Ux@Oh@CdBa@b@E~@QXU|BwA\\Ob@O\\Oj@Mh@]Tg@\\{A^cA\\gA\\e@jAkChAoAXSbBy@~AkAz@i@LOz@s@V]b@q@tAyCF[h@q@Pc@Lq@Dk@Ce@Mi@Q_BHi@nBeBvAeAz@{@\\e@VWrAaA^[XY\\UJK@QHItAgAj@SRMpAkArBcBXYr@c@lBcB^a@ZW`@c@jA_Ab@e@`BmAxAyAvAmAb@GZRb@t@DTJX`CxDj@dABN', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3674068959,3.146,5.3,85.9,18.0,True,148.0,163.0,False,True,107.4,4.0,0,0,False,72.0
68,2,"{'id': 30502108, 'resource_state': 1}",Looking forward to a cooler week ,5965.3,1787,1787,86.0,Run,0.0,3431966259,garmin_push_4913530739,3665969675.0,2020-05-10T20:05:09Z,2020-05-10T13:05:09Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365108, -122.13737]","[37.365231, -122.137249]",,,,37.365108,-122.13737,0,2,0,1,0,"{'id': 'a3431966259', 'summary_polyline': '{z`cFp}mhVHSEWMUWe@sB_DeAoBIWc@u@MGG?c@LwCpC[Tm@LMHcBpAYXg@b@_A~@_@TkB`Ba@Z}ApA[^i@b@eBtBgA|@QHICKO[q@}@mAaA{Bo@eAiAsBYa@][u@]]Ko@QkBYo@@[FIDYd@u@`Aa@b@OJ_@Fk@DKDSB[Ie@G]M_@Sc@a@c@K_@Bi@Ta@XSX]\\}@v@YT[N{@RsBDm@DQ?SE_@@_@AoBc@qAg@w@QmDIe@IOQ?KFgAF}EHaB@oFFwDFeA?yBRiHGqA?o@HaCFk@Lw@\\qADe@Nw@R}D?iBFq@NYPKPC^AZBPEHIPc@l@}C`@uAHa@NI\\UZi@\\ARVZh@Vj@d@vAh@nAT`@b@lANX^b@^NZH`@B\\Cd@K`@?lAJTDf@DdBAvB\\h@?\\Lb@Fd@Ab@Hb@I^ClBWr@?f@Db@J`@Bb@Fb@\\X\\dA`Af@JT@z@J`@PRT\\t@PVX\\v@r@~@X~@RVDtA\\|@j@`@^\\VfAh@`@Xx@Z\\VZ\\LRRhA^dAD`@Gr@M~@Eh@[tA?b@@p@bC`E\\d@nAxBr@dAv@zAj@r@Tf@r@lAx@lATb@Nb@EH', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3665969675,3.338,7.2,84.7,26.0,True,156.8,176.0,False,True,106.6,36.2,0,0,False,53.0
69,2,"{'id': 30502108, 'resource_state': 1}",Damn that was hot,13943.9,4696,5047,135.0,Run,0.0,3416076969,garmin_push_4898203875,3649123393.0,2020-05-07T22:01:54Z,2020-05-07T15:01:54Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365232, -122.137196]","[37.365192, -122.137178]",,,,37.365232,-122.137196,1,4,0,1,0,"{'id': 'a3416076969', 'summary_polyline': 'u{`cFn|mhVFSCWi@{@_@y@oC_EQ{@[Mi@LiEpDyFjFaDdCoA|@aBfBw@n@g@`@a@LkDlCaDnCu@v@uAjAmBjBW\\GXDn@VnBBx@g@rAg@h@St@iArBOd@[l@Wd@{@|@iH|Ey@v@yBzDu@dCU`A]z@QNaDlA}@l@[\\a@XeEz@eA^sBd@uBZqCn@qAVsBL{@PoBh@}BhAi@L[DqAOg@JCLA`@[TUIQWWQYC_AF]G}@a@wD@k@M_BImBc@}BgAIISg@Ec@OMk@Oo@[WQY[W_@Uo@a@kCE{@YoBOw@g@mBG]q@}BYs@WkAk@gAQe@Ik@Cy@Ik@oBuHSe@UIUTYNwA^w@Fs@Nk@@eC`@oA`@uBb@aBh@uFpA_@Hi@M[?oAViBl@_@F]PmCb@}FtAw@Rg@BuAO@AgBUuBa@kAKuB_@iAIkBWa@Ca@BeAZ_@FSJ]\\kBjDm@|AWJ_BkAkAkAgBsA}A}@_Ay@mBuA}CoCeD{BsAiAIMCMBY`AaDbAoB?c@CI{@u@O_@BIpAi@lBk@DKT_@`@StA[hAc@h@Iv@?nCa@lAw@|@_@z@SZWRI\\I~@EjBy@bEwAfAOx@a@~@U~@]n@g@l@[lDo@bB_AlB_@`@O`Ak@tD_AxAk@`Be@b@Sn@g@bA]hDeC\\NZ@PXNd@BPd@|ANr@Rd@h@~@Pb@\\l@Ld@P\\Rt@|AxCn@xBvAtCb@lALb@pAfDV`BTd@^b@~@fBb@jAXf@p@pBLVj@h@j@lBjAhFFn@A\\Hj@`@bAXf@rAlFr@tBp@|Cx@pF^jAt@bA^TbBj@Hn@^`@jB`ApB^h@BbBd@^@dAKjA?xAl@b@D^Id@?h@l@VFBI?i@BIXSZG~AJjEcB|Bg@jA_@nBKrDu@rCe@RKj@Q~@I^K`@?r@Sx@I^Mp@i@hFaCTAPKRYLs@h@oBp@uBP[Hc@Rc@^e@Tg@l@i@~@g@h@c@VKjD}Bt@y@^Wl@_Ax@cBT[f@yAXSLUV_A?IEeAUgAK{@@_@J[jJeHnBiBh@]pA}AhBcBzMcLfAiAvBmBdAq@nAqA\\CTPV^L^xBfDn@dAl@lA', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3649123393,2.969,4.8,82.5,33.0,True,160.1,178.0,False,True,110.0,4.6,0,0,False,156.0
71,2,"{'id': 30502108, 'resource_state': 1}",Strava’s my new fb,10138.0,3112,3112,107.0,Run,0.0,3399484919,garmin_push_4882891855,3632071278.0,2020-05-05T00:07:09Z,2020-05-04T17:07:09Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365308, -122.137247]","[37.365194, -122.137128]",,,,37.365308,-122.137247,2,5,0,1,0,"{'id': 'a3399484919', 'summary_polyline': 'c|`cFx|mhVVQD[GMGMi@k@Y_@cBoCa@aAEU]s@IGI?mDlCq@p@{@p@WZwCnCeBtAy@|@a@Vs@j@wBjBy@x@iAv@{AzAuB|Aa@HgCpBmCdCkA~@W`@@b@^jBDp@At@YbAQZ]ZGJSt@]f@]p@ERm@rA]f@g@f@c@Vm@VeC~Ac@Py@l@aAx@gA`C}@~Ai@xAWrAMb@KRWXyDdB}ApA}Bf@sARoAd@UFkAJi@NcBXe@Nc@H{Cb@gADa@Ds@P}@^eAXq@ZgBn@i@Ei@Ie@D_@TIf@CJI@SMS[[Kc@Hc@B]GiAe@i@EsAJW?gC_@YCsBc@mBs@]UQa@Ck@KOeAa@a@M]_@c@m@Sa@Ma@O_AaA{GGUg@oAy@_Cs@eDIS[i@Si@Ki@Cq@Ko@c@_BSkAe@eBMa@Yk@k@e@wBeGSi@[Wm@{@Wu@OsAo@aBa@s@aAoCo@sACMa@q@Kc@Ee@NY?MYk@Um@We@}@wBq@qA[qAIq@R_@Z[xDGlABfCRx@GFCDWGgB@[C{@CaB@MJMZMPEv@AzAHb@CdAUp@Ud@G`EJl@CxCmBtAgAZMn@BVH`CJh@KXKb@WP[LwABML[d@Od@Hj@ZTRv@rATTn@\\zBp@hAXb@PnAX^R`ATh@Dh@@bAHf@AzAHbB@vCHT@`AVlBJBH@REvBH\\@TC`BIh@Cx@Bl@Ch@?jCItC?n@Bb@TLbAFtBBXFn@Tn@ZXFJAh@Fh@Lz@FhACb@CVK^CpAQhBy@lAwA|@a@f@IXBb@TXRf@NjBXN@ZA^GVUz@eAd@a@^QVE|@AjARf@FNDjAn@z@`A\\n@f@jAPVTTp@pAPPl@lA^j@\\h@THlA_ArBkB|@q@f@e@ZWtAmA^Mb@S~@_ArAkAd@]t@w@ZShBeBjA{@|@{@d@GVT`@v@RNPVlB`DZb@NZRZ?J', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3632071278,3.258,4.8,83.1,27.0,True,157.1,177.0,False,True,112.6,18.2,0,0,False,96.0
